"workerId","datasetObjectId","text","label","rationale"
"public.us-east-1.A1FVXS8IM5QYO8","2","The idea of imposing a wealth tax on the richest Americans has elicited sharply divergent views across a spectrum of politicians, with President Donald Trump branding it socialist and progressive Democratic presidential contenders Senators Elizabeth Warren and Bernie Sanders prominently endorsing it.","Unbiased","This is unbiased because it states two opposing views of the idea of imposing a wealth tax on the richest Americans, from both the right and the left. "
"public.us-east-1.A2TO6N1MTMQD1B","2","The idea of imposing a wealth tax on the richest Americans has elicited sharply divergent views across a spectrum of politicians, with President Donald Trump branding it socialist and progressive Democratic presidential contenders Senators Elizabeth Warren and Bernie Sanders prominently endorsing it.","Biased","because of    The idea of imposing a wealth tax on the richest Americans has elicited sharply divergent views across a spectrum of politicians, with President Donald Trump branding it socialist and progressive Democratic presidential contenders Senators Elizabeth Warren and Bernie Sanders prominently endorsing it."
"public.us-east-1.A2ZM10511OH8WY","8","U.S. President Donald Trump on Thursday said a decision by House Democrats to pursue articles of impeachment against him means that future presidents will routinely face impeachment threats from lawmakers.","Unbiased","Everything there is probably easilly verifiable because it's some declaration from the president Trumb. Unbiased"
"public.us-east-1.A2NX8I06A12P3I","8","U.S. President Donald Trump on Thursday said a decision by House Democrats to pursue articles of impeachment against him means that future presidents will routinely face impeachment threats from lawmakers.","Biased","Biased. The text states that only Democrats are against Trump and is linking this political party to future parliamentary impeachments."
"public.us-east-1.A2TO6N1MTMQD1B","6","But make no mistake about it: Despite receiving widespread positive attention from many in the press, Ocasio-Cortez’s radical left-wing policy proposals and her socialist ideology present a significant threat to America’s economy and its longstanding commitment to individual liberty. ","Unbiased","because of make no mistake about it: Despite receiving widespread positive attention from many in the press, Ocasio-Cortez’s radical left-wing policy proposals and her socialist ideology present a significant threat to America’s economy and its longstanding commitment to individual liberty."
"public.us-east-1.A3JZG4HF6B7XWC","6","But make no mistake about it: Despite receiving widespread positive attention from many in the press, Ocasio-Cortez’s radical left-wing policy proposals and her socialist ideology present a significant threat to America’s economy and its longstanding commitment to individual liberty. ","Unbiased","because of  Ocasio-Cortez’s radical left-wing policy proposals and her socialist ideology present a significant threat to America’s economy and its longstanding commitment to individual liberty. "
"public.us-east-1.A1JAI91IQFNMG2","0","We used to think of interracial marriage as a sign of social progress. Now, thanks to The New York Times, we know it’s just another sinister tool of white supremacy.","Biased","the most relevant option is biased"
"public.us-east-1.A3JZG4HF6B7XWC","0","We used to think of interracial marriage as a sign of social progress. Now, thanks to The New York Times, we know it’s just another sinister tool of white supremacy.","Unbiased","because of f interracial marriage as a sign of social progress. Now, thanks to The New York Times, we know it’s just another sinister tool of white supremacy."
"public.us-east-1.A1D321NM47DMJ0","6","The vaccine was consequently linked to the death of numerous children, leading to a criminal investigation, two congressional inquiries, and a sharp decline in the number of parents getting their children vaccinated. ","Biased","good"
"public.us-east-1.A2HMEGTAFO0CS8","6","The vaccine was consequently linked to the death of numerous children, leading to a criminal investigation, two congressional inquiries, and a sharp decline in the number of parents getting their children vaccinated. ","Biased","the statement regarding vaccine makes biased "
"public.us-east-1.A1GWEENWSTM5Z","5","The institute attributes the growth to billionaires’ use of tax cuts, tax exemptions and offshore tax havens.","Biased","        The institute attributes the growth to billionaires’ use of tax cuts, tax exemptions and offshore tax havens."
"public.us-east-1.A3I3IFFQW3CB1P","5","The institute attributes the growth to billionaires’ use of tax cuts, tax exemptions and offshore tax havens.","Biased","The federal government loses both individual and corporate income tax revenue from the shifting of profits and income into low-tax countries."
"public.us-east-1.A3I3IFFQW3CB1P","1","A Gallup poll reports that women are still more likely to do laundry, clean the house, do grocery shopping, prepare meals, wash dishes and make decisions about furniture and decorations – even among younger generations who are reportedly more egalitarian as ever.","Biased","Although women in both types of households are still more likely to be responsible for laundry, meal preparation, dishwashing and cleaning"
"public.us-east-1.A1GWEENWSTM5Z","1","A Gallup poll reports that women are still more likely to do laundry, clean the house, do grocery shopping, prepare meals, wash dishes and make decisions about furniture and decorations – even among younger generations who are reportedly more egalitarian as ever.","Biased","A Gallup poll reports that women are still more likely to do laundry, clean the house,"
"public.us-east-1.A3OJMQGEB33E00","5","On Friday, Trump said he remained ready to help South Korea and Japan solve their lingering dispute over World War II-era forced labor that has blighted their trade ties.","Unbiased","Very simply states the facts without political influence."
"public.us-east-1.A2HMEGTAFO0CS8","5","On Friday, Trump said he remained ready to help South Korea and Japan solve their lingering dispute over World War II-era forced labor that has blighted their trade ties.","Biased","The statement of trump on South Korea and Japan makes biased"
"public.us-east-1.A2FRIVYVIK37V1","5","But decades of study have shown no link at all, and scientists are becoming increasingly impatient with the refusal to accept their findings.","Biased"," increasingly impatient"
"public.us-east-1.A2H2DJL45BZBD","5","But decades of study have shown no link at all, and scientists are becoming increasingly impatient with the refusal to accept their findings.","Unbiased","Stating studies have shown no link is unbiased. Simply providing the information."
"public.us-east-1.A3OJMQGEB33E00","4","President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday, during a campaign rally in Iowa.","Unbiased","Simply stating the facts of the matter. "
"public.us-east-1.A1D321NM47DMJ0","4","President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday, during a campaign rally in Iowa.","Biased","It is biased."
"public.us-east-1.A2NX8I06A12P3I","9","Russia President Vladimir Putin joked Wednesday that he is going to interfere in the 2020 presidential elections.","Unbiased","It only features a satire of President Vladimir Putin, there is no negative or positive influence in this article."
"public.us-east-1.A2YO837C0O1E91","9","Russia President Vladimir Putin joked Wednesday that he is going to interfere in the 2020 presidential elections.","Unbiased","The writer doesn't specify how they feel about Putin one way or the other, only stating a fact."
"public.us-east-1.A3K54YHTE92QEP","3","There may be pushback among Democrats. If so, I hope the ones doing the pushing will reconsider. We have treated our younger generations, and many older people, unjustly. The act of recognizing an injustice we hadn’t seen before makes us more human and refines us as moral beings.","Biased"," I hope the ones doing the pushing will reconsider."
"public.us-east-1.A382SL9ROIY1P6","3","There may be pushback among Democrats. If so, I hope the ones doing the pushing will reconsider. We have treated our younger generations, and many older people, unjustly. The act of recognizing an injustice we hadn’t seen before makes us more human and refines us as moral beings.","Unbiased","Concepts of Democrats supremacy were at the heart of the defense of slavery"
"public.us-east-1.AXVNUJU9GDHHY","3","Dogging Bloomberg’s campaign are allegations that he made inappropriate comments toward women and that his company, Bloomberg LP, fostered a hostile environment for female employees.","Biased","The company was totally against the women."
"public.us-east-1.A2NX8I06A12P3I","3","Dogging Bloomberg’s campaign are allegations that he made inappropriate comments toward women and that his company, Bloomberg LP, fostered a hostile environment for female employees.","Biased","Biased. It influences a negative opinion on Bloomberg and its company, Bloomberg LP, since this news does not have a source only presents allegations."
"public.us-east-1.A7MHCKF3TT0O3","0","Harris is also pushing legislation that would dramatically expand the legal and financial incentives for hundreds of thousands of Indian low-wage college graduates to take U.S.-based jobs from U.S. college graduates.","Biased","it's good for indian low-wage college students to receive financial incentives."
"public.us-east-1.A26MRON9XGPVB5","0","Harris is also pushing legislation that would dramatically expand the legal and financial incentives for hundreds of thousands of Indian low-wage college graduates to take U.S.-based jobs from U.S. college graduates.","Biased","The reporting sounds somewhat biased in the phrasing of taking jobs away. It may not be that straightforward and the language used doesn't seem politically neutral at all."
"public.us-east-1.A1FVXS8IM5QYO8","4","Working-class Americans, like those who make up the majority of South Bend residents, have secured the largest wage hikes in the nation compared to all other economic demographic groups — a direct result of Trump tightening the labor market.","Biased","This is biased because it claims that working-class Americans have secured the largest wage hikes due to Trump."
"public.us-east-1.A2HMEGTAFO0CS8","4","Working-class Americans, like those who make up the majority of South Bend residents, have secured the largest wage hikes in the nation compared to all other economic demographic groups — a direct result of Trump tightening the labor market.","Biased","the statement regarding  Working-class Americans that  have secured the largest wage hikes in the nation compared to all other economic demographic groups - that makes biased"
"public.us-east-1.A1V2H0UF94ATWY","0","Strava, which tracks the sports activity trends of some 50 million people in almost 200 countries, surveyed 25,000 runners and found that half of them say they either hate it or barely tolerate it, while only 8% love it.","Unbiased","Appears just to be stating data which is inherently unbiased."
"public.us-east-1.A2CFI1X8OKYIL2","0","Strava, which tracks the sports activity trends of some 50 million people in almost 200 countries, surveyed 25,000 runners and found that half of them say they either hate it or barely tolerate it, while only 8% love it.","Unbiased","The people surveyed might be biased, i.e. stating that they love or hate something, but the actual statement about the runners isn't, since it's just reporting on their opinions."
"public.us-east-1.A2H2DJL45BZBD","6","Since Roe v. Wade, when the Supreme Court recognized the constitutional right to an abortion, state lawmakers have devised novel ways to cut off access to the procedure without banning it outright. One strategy is to require clinics and doctors to comply with an ever-expanding list of regulations, with the goal of essentially red-taping providers out of business.","Biased","Assigning the goal of red-taping providers out of business is showing a personal bias of the situation."
"public.us-east-1.A1UQPMG1XXP671","6","Since Roe v. Wade, when the Supreme Court recognized the constitutional right to an abortion, state lawmakers have devised novel ways to cut off access to the procedure without banning it outright. One strategy is to require clinics and doctors to comply with an ever-expanding list of regulations, with the goal of essentially red-taping providers out of business.","Biased","It will be biased because abortion is very bad condition."
"public.us-east-1.A2H2DJL45BZBD","0","For one thing, Trump’s impatience now threatens to undo the measures of the last ten weeks. Thanks in part to the foment of anti-lockdown protesters tacitly endorsed by Trump, governors are under increasing political pressure to reopen quickly—perhaps too soon.","Biased","Shows a clear bias. Uses personal beliefs in the statement."
"public.us-east-1.A26MRON9XGPVB5","0","For one thing, Trump’s impatience now threatens to undo the measures of the last ten weeks. Thanks in part to the foment of anti-lockdown protesters tacitly endorsed by Trump, governors are under increasing political pressure to reopen quickly—perhaps too soon.","Biased","The way the words are strung together make it sound like someone is out to get someone. This doesn't sound at all like a fact, but rather an opinion."
"public.us-east-1.A2H2DJL45BZBD","9","Nearly 60 percent of Americans now support the marginal tax rate program Ocasio-Cortez has proposed uncluding a remarkable 45 percent of Republicans, despite all the work right-wing media has done to demonize Ocasio-Cortez and anything related to her.","Biased","The first half is unbiased. Then the statement claims right wing media demonized the person, while the statement is demonizing the group themselves. Clearly a personal interest is involved, biased."
"public.us-east-1.A26MRON9XGPVB5","9","Nearly 60 percent of Americans now support the marginal tax rate program Ocasio-Cortez has proposed uncluding a remarkable 45 percent of Republicans, despite all the work right-wing media has done to demonize Ocasio-Cortez and anything related to her.","Biased","The phrasing is extremely biased because I cannot see how demonizing can be considered any sort of impartial process."
"public.us-east-1.AM8ZEA3RDPGSA","4","U.S. immigration officials on Monday deported an Iranian student headed to a Boston university despite efforts by the American Civil Liberties Union and other advocates to block the removal.","Biased","Civil Liberties Union and other advocates to block the removal.       "
"public.us-east-1.A1XH05IKC77OXO","4","U.S. immigration officials on Monday deported an Iranian student headed to a Boston university despite efforts by the American Civil Liberties Union and other advocates to block the removal.","Biased","   U.S. immigration officials on Monday deported an Iranian student headed to a Boston university "
"public.us-east-1.A3LCGX74R6XR5I","4","The case was sent back to lower courts to determine whether the gun owners may seek damages or press claims that the amended law still infringes their rights. ","Unbiased","Text only gives a news story, telling what happened to a judicial case, who went to lower courts, and states what paths it can follow from now on."
"public.us-east-1.A26MRON9XGPVB5","4","The case was sent back to lower courts to determine whether the gun owners may seek damages or press claims that the amended law still infringes their rights. ","Unbiased","The information seems trustworthy and was written in a matter-of-fact style of reporting details. The facts were presented clearly and in a way that isn't prone to opinion."
"public.us-east-1.A3OJMQGEB33E00","4","Biden, who served eight years as vice president under Barack Obama, the first black U.S. president, cast himself as the candidate who best understands the longstanding pain and grief in the country’s black communities.","Biased","He's calling himself the solution, so yeah, it is biased. "
"public.us-east-1.AM8ZEA3RDPGSA","4","Biden, who served eight years as vice president under Barack Obama, the first black U.S. president, cast himself as the candidate who best understands the longstanding pain and grief in the country’s black communities.","Biased","pain and grief in the country’s black communities."
"public.us-east-1.A31JKAMYB4IB7","9","Malinowski, a Democrat representing New Jersey’s seventh congressional district, said in a call that he would threaten McConnell by withholding Lysol for his constituents.","Unbiased"," Threaten McConnell by withholding Lysol for his constituents is very bad .so this is unbiased"
"public.us-east-1.A26MRON9XGPVB5","9","Malinowski, a Democrat representing New Jersey’s seventh congressional district, said in a call that he would threaten McConnell by withholding Lysol for his constituents.","Unbiased","The reporting is fair, concise, and detailed with non-partisan language. I feel that the information provided is factual without any political slant."
"public.us-east-1.A2FRIVYVIK37V1","1","James Steckelberg of the Mayo Clinic said people 65 and over should be administered high-dose flu vaccines to stimulate their immune system. ","Biased","Mayo Clinic said people 65 and over should be administered"
"public.us-east-1.A2ZM10511OH8WY","1","James Steckelberg of the Mayo Clinic said people 65 and over should be administered high-dose flu vaccines to stimulate their immune system. ","Unbiased","Everything here seems credible because he's working at some clinic. The text don't stretch the reality. Unbiased."
"public.us-east-1.A2IC4IMH7G9UKU","0","Strava, which tracks the sports activity trends of some 50 million people in almost 200 countries, surveyed 25,000 runners and found that half of them say they either hate it or barely tolerate it, while only 8% love it.","Unbiased","This article is just stating facts about how much a sport is liked by other people."
"public.us-east-1.A1GWEENWSTM5Z","0","Strava, which tracks the sports activity trends of some 50 million people in almost 200 countries, surveyed 25,000 runners and found that half of them say they either hate it or barely tolerate it, while only 8% love it.","Biased","surveyed 25,000 runners and found that half of them say they either hate it or barely tolerate it, while only 8% love it."
"public.us-east-1.A3OJMQGEB33E00","2","Tensions between Trump and the messaging platform escalated last week after Twitter began to label some of his tweets with a fact-check. Trump responded with an executive order that threatens to curtail some legal protections enjoyed by social media companies.","Unbiased","Facts are stated without any political messaging. "
"public.us-east-1.A2ZVTI2GBTU859","2","Tensions between Trump and the messaging platform escalated last week after Twitter began to label some of his tweets with a fact-check. Trump responded with an executive order that threatens to curtail some legal protections enjoyed by social media companies.","Biased","Biased"
"public.us-east-1.A3AM8ZUWRFM6KU","9","In a bid to stop the spread of the virus, Malaysia’s religious affairs minister has issued guidelines for holding Friday prayers at mosques, including shortening sermons and for the wudhu, or ablution rites, to be carried out at home if possible.","Unbiased","good thing"
"public.us-east-1.A2ZVTI2GBTU859","9","In a bid to stop the spread of the virus, Malaysia’s religious affairs minister has issued guidelines for holding Friday prayers at mosques, including shortening sermons and for the wudhu, or ablution rites, to be carried out at home if possible.","Biased","Biased"
"public.us-east-1.A3OJMQGEB33E00","1","While emphasizing he’s not singling out either party, Cohen warned about the danger of normalizing white supremacist ideology.","Unbiased","Simply stating the facts of the matter. "
"public.us-east-1.A2ZVTI2GBTU859","1","While emphasizing he’s not singling out either party, Cohen warned about the danger of normalizing white supremacist ideology.","Biased","Biased"
"public.us-east-1.A1V2H0UF94ATWY","8","Investigators also found evidence to suggest that Koinis did not vaccinate children at parents' requests, the sheriff's office said in a statement.","Unbiased","Appears to be restating what the sheriff's department said about the evidence, so the reporting is unbiased."
"public.us-east-1.A2ZVTI2GBTU859","8","Investigators also found evidence to suggest that Koinis did not vaccinate children at parents' requests, the sheriff's office said in a statement.","Unbiased","Unbiased"
"public.us-east-1.A2H2DJL45BZBD","8","The Sandy Hook tragedy rocked the United States when a 20-year-old man shot and killed his mother at home and then went on a rampage at the school, also killing himself.","Unbiased","It is simply providing the factual information on the events"
"public.us-east-1.A2TO6N1MTMQD1B","8","The Sandy Hook tragedy rocked the United States when a 20-year-old man shot and killed his mother at home and then went on a rampage at the school, also killing himself.","Unbiased","because of  20-year-old man shot and killed his mother at home and then went on a rampage at the school, also killing himself. he treated equally."
"public.us-east-1.A1GWEENWSTM5Z","8","After Steve King’s offensive implication that white people own Western civilization, Chris Hayes predictably responded with an idiotic remark about Western civilization giving us Hitler.","Biased","Chris Hayes predictably responded with an idiotic remark about Western civilization giving us Hitler."
"public.us-east-1.A2TO6N1MTMQD1B","8","After Steve King’s offensive implication that white people own Western civilization, Chris Hayes predictably responded with an idiotic remark about Western civilization giving us Hitler.","Unbiased","because of Chris Hayes predictably responded with an idiotic remark about Western civilization giving us Hitler."
"public.us-east-1.A1JAI91IQFNMG2","9","Steven Hatfill, MD, a virologist with master’s degrees in microbial genetics, radiation biochemistry, and experimental pathology, does not put his faith in large bureaucratic organizations such as the World Health Organization (WHO).","Biased","the most relevant option is biased"
"public.us-east-1.A2TO6N1MTMQD1B","9","Steven Hatfill, MD, a virologist with master’s degrees in microbial genetics, radiation biochemistry, and experimental pathology, does not put his faith in large bureaucratic organizations such as the World Health Organization (WHO).","Biased"," because of  Steven Hatfill, MD, a virologist with master’s degrees in microbial genetics, radiation biochemistry, and experimental pathology, does not put his faith in large bureaucratic organizations such as the World Health Organization (WHO)."
"public.us-east-1.A1FVXS8IM5QYO8","3","With two justices appointed in recent years by President Donald Trump, the Supreme Court has appeared primed and ready to deliver a huge victory for conservatives looking to roll back abortion rights in the United States.","Biased","I believe it is biased because it has a positive tone when talking about conservatives, describing the probability of rolling back abortion rights in the US as a ""huge victory"". "
"public.us-east-1.A2H2DJL45BZBD","3","With two justices appointed in recent years by President Donald Trump, the Supreme Court has appeared primed and ready to deliver a huge victory for conservatives looking to roll back abortion rights in the United States.","Biased","The two justices being appointed is factual, rolling back abortion rights is a nuanced topic."
"public.us-east-1.A3I3IFFQW3CB1P","8","Amid pressure from Washington, Mexico is backpedaling on promises of better treatment for Central American migrants, leaving hundreds stranded in unsanitary camps near its southern border and allegations of irregular detentions.","Biased","The United States is seeing a rise in apprehensions of unaccompanied migrant children, most from Central America, along its southern border"
"public.us-east-1.AV4IKB8X15OCF","8","Amid pressure from Washington, Mexico is backpedaling on promises of better treatment for Central American migrants, leaving hundreds stranded in unsanitary camps near its southern border and allegations of irregular detentions.","Biased","Because Migrant camps overflow as mexico cracks down after Trump threats."
"public.us-east-1.A1D321NM47DMJ0","8","My point is that it was a bait-and-switch, and not in a crazed, left-wing state like California. ","Unbiased","It is unbiased."
"public.us-east-1.A2HMEGTAFO0CS8","8","My point is that it was a bait-and-switch, and not in a crazed, left-wing state like California. ","Unbiased","i feel that statement is unbiased because of poor information "
"public.us-east-1.AV4IKB8X15OCF","3","Many Democratic voters have said they believe that sexism does makes it harder for women to win than for men.","Biased","Many of those who say it is important for men and women to have equal rights point to aspects of the workplace when asked about gender equality."
"public.us-east-1.A2H2DJL45BZBD","3","Many Democratic voters have said they believe that sexism does makes it harder for women to win than for men.","Unbiased","Unbiased, I believe that statement could be applied to any person, group or organization."
"public.us-east-1.A3JZG4HF6B7XWC","0","Australian sports stars, sparked in part by a call to action from tennis player Nick Kyrgios, have rallied to raise funds in support of relief and recovery efforts for victims of the country’s bushfire catastrophe.","Biased","BECAUSE OF  Australian sports stars, sparked in part by a call to action from tennis player Nick Kyrgios, have rallied to raise funds in support of relief and recovery efforts for victims of the country’s bushfire catastrophe."
"public.us-east-1.A2ZM10511OH8WY","0","Australian sports stars, sparked in part by a call to action from tennis player Nick Kyrgios, have rallied to raise funds in support of relief and recovery efforts for victims of the country’s bushfire catastrophe.","Biased","I think it's biased because when you read this it's like the fundraising only happens only because Nick Kyrgios ""called to action"". More details and the true level of implication of Nick Kyrgios is needed here. Biased."
"public.us-east-1.A2HMEGTAFO0CS8","8","President Donald Trump is losing support from his evangelical base as he lurches from one crisis into another. Numerous polls show that religious Americans, like most other Americans, disapprove of the president’s performance, and that could imperil his re-election chances.","Biased","the performance could imperil his re-election chances"
"public.us-east-1.A1D321NM47DMJ0","8","President Donald Trump is losing support from his evangelical base as he lurches from one crisis into another. Numerous polls show that religious Americans, like most other Americans, disapprove of the president’s performance, and that could imperil his re-election chances.","Biased","good"
"public.us-east-1.A2YB74HPG0M1F8","9","Despite saving millions upon millions of lives, vaccines have been meet with skepticism by a small but growing faction of conspiracy theorists. And Donald Trump, ""human megaphone that is the president of the United States,"" has only made matters worse by supporting an ""alternative vaccine schedule.""","Biased","i thought this passage"
"public.us-east-1.A2ZM10511OH8WY","9","Despite saving millions upon millions of lives, vaccines have been meet with skepticism by a small but growing faction of conspiracy theorists. And Donald Trump, ""human megaphone that is the president of the United States,"" has only made matters worse by supporting an ""alternative vaccine schedule.""","Biased","Even if almost everybody would agree about the expression ""human megaphone"" refering to Donald Trump. It's unnecerray there to make the point. Everything else in the text is somewhat verifiable with numbers. Using this expression there is biased."
"public.us-east-1.A19TD2J8506A4Y","2","YouTube is making clear there will be no ""birtherism"" on its platform during this year’s U.S. presidential election – a belated response to a type of conspiracy theory more prevalent in the 2012 race.","Biased","Not allowing somebody to use their free speech to express their beliefs is biased against their way of thinking, it doesn't matter if they are right or wrong. People reading and watching on YouTube can decide for themselves what they want to believe. Banning anything right-wing is biased against the right wing, whether they be right or wrong. Sometimes conspiracy theories are true."
"public.us-east-1.A2AJIPVZWKKZJO","2","YouTube is making clear there will be no ""birtherism"" on its platform during this year’s U.S. presidential election – a belated response to a type of conspiracy theory more prevalent in the 2012 race.","Biased","biased because it attributes a judgment to youtube's attitude when it says it's ''a belated response'' therefore, if there is judgment, there is no impartiality."
"public.us-east-1.A1V2H0UF94ATWY","4","In Washington, three key issues seemed to galvanize most of the protesters: climate change, immigration and reproductive rights.","Unbiased","It is unbiased because it uses the phrase ""seemed to."""
"public.us-east-1.A2H2DJL45BZBD","4","In Washington, three key issues seemed to galvanize most of the protesters: climate change, immigration and reproductive rights.","Unbiased","By viewing the amount of protesters once could rank the most occupied or talked about issues."
"public.us-east-1.A2YB74HPG0M1F8","4","If task force candidates from these organizations were absolute non-starters for presumptive presidential nominee Joe Biden, because they want to treat people who have committed crimes with too much human dignity, Sanders could instead have turned to an array of ""progressive prosecutors.""","Biased","i thought is passage must wright one"
"public.us-east-1.A1XH05IKC77OXO","4","If task force candidates from these organizations were absolute non-starters for presumptive presidential nominee Joe Biden, because they want to treat people who have committed crimes with too much human dignity, Sanders could instead have turned to an array of ""progressive prosecutors.""","Biased"," If task force candidates from these organizations were absolute non-starters for presumptive presidential nominee Joe Biden, because they want to treat people who have committed crimes with too much human dignity"
"public.us-east-1.A85HRNU9N5UNU","5","As dear leader Mitch McConnell (R-Ky.) is fond of saying, ""winners make policy, losers go home."" And yet unfortunately, Republicans in the Senate refuse to take the phrase to heart. Which is a real shame. We are just under 280 days into the Trump presidency, yet beyond nominations, Congress has made almost no progress passing the agenda America elected them to enact.","Unbiased"," Trump presidency, yet beyond nominations, Congress has made almost no progress passing the agenda America elected them to enact.       "
"public.us-east-1.A32B8FMRQ04EMF","5","As dear leader Mitch McConnell (R-Ky.) is fond of saying, ""winners make policy, losers go home."" And yet unfortunately, Republicans in the Senate refuse to take the phrase to heart. Which is a real shame. We are just under 280 days into the Trump presidency, yet beyond nominations, Congress has made almost no progress passing the agenda America elected them to enact.","Biased","The Leader did not take seriously that why trump can handle well all situation. The Mitch McConnell biased with winning people."
"public.us-east-1.AV4IKB8X15OCF","6","That the Secret Service takes precautions to protect the president in a time of chaos is, in itself, to be expected. But the contrast between Trump’s chest-thumping and the fact that he was cowering in the basement was objectively funny.  Unsurprisingly, a lot of people made fun of him, and he didn’t like it.","Unbiased","Now Trump wants to edit real life like on episode."
"public.us-east-1.A2H2DJL45BZBD","6","That the Secret Service takes precautions to protect the president in a time of chaos is, in itself, to be expected. But the contrast between Trump’s chest-thumping and the fact that he was cowering in the basement was objectively funny.  Unsurprisingly, a lot of people made fun of him, and he didn’t like it.","Biased","I'm not sure what to say here. It is clearly someone who dislikes President Trump. Chest-thumping, cowering, are personal insults. Clear bias."
"public.us-east-1.A3K54YHTE92QEP","4","Today, the same propaganda is created quickly in the form of digital memes and other media that can be shared widely across the internet, she said.","Biased","Today, the same propaganda is created quickly in the form of digital memes and other media that can be shared widely across the internet, she said."
"public.us-east-1.A382SL9ROIY1P6","4","Today, the same propaganda is created quickly in the form of digital memes and other media that can be shared widely across the internet, she said.","Biased","Internet digital memes are one of the latest revolutions"
"public.us-east-1.A1XH05IKC77OXO","1","The Trump tax cuts also doubled the child tax credit and expanded its eligibility, which greatly helps the American working-class family.","Biased","child "
"public.us-east-1.A2TO6N1MTMQD1B","1","The Trump tax cuts also doubled the child tax credit and expanded its eligibility, which greatly helps the American working-class family.","Biased","because of The Trump tax cuts also doubled the child tax credit and expanded its eligibility, which greatly helps the American working-class family."
"public.us-east-1.A2W0G89O7E9EFO","1","Bernie Sanders, meanwhile, sees early voting as a way to boost turnout among core constituencies like young, minority and working-class voters. Early voting opens new opportunities for people with strict work schedules or other barriers to voting to find time to cast ballots beyond the typical Election Day, spokeswoman Sarah Ford said.","Biased","Although there are two people quoted, both quotes are in support of early voting.  The author appears supportive of a particular issue and has so far only provided one side of the issue, which is in favor of early voting.  "
"public.us-east-1.AM8ZEA3RDPGSA","1","Bernie Sanders, meanwhile, sees early voting as a way to boost turnout among core constituencies like young, minority and working-class voters. Early voting opens new opportunities for people with strict work schedules or other barriers to voting to find time to cast ballots beyond the typical Election Day, spokeswoman Sarah Ford said.","Unbiased"," spokeswoman Sarah Ford said.       "
"public.us-east-1.AM8ZEA3RDPGSA","3","Dogging Bloomberg’s campaign are allegations that he made inappropriate comments toward women and that his company, Bloomberg LP, fostered a hostile environment for female employees.","Unbiased","Bloomberg LP, fostered a hostile environment for female employees.       "
"public.us-east-1.A2ZM10511OH8WY","3","Dogging Bloomberg’s campaign are allegations that he made inappropriate comments toward women and that his company, Bloomberg LP, fostered a hostile environment for female employees.","Unbiased","Saying that Bloomberg fostered some hostile environnement for female employees is highly belivable considering the allegations. Unbiased"
"public.us-east-1.A2HMEGTAFO0CS8","6","Earlier this month, US President Donald Trump said US special forces would be withdrawn from northern Syria, in what was widely seen as betrayal of the Kurds and a green light for a Turkish attack.","Biased","the trump's statement regarding US special forces makes biased"
"public.us-east-1.A32B8FMRQ04EMF","6","Earlier this month, US President Donald Trump said US special forces would be withdrawn from northern Syria, in what was widely seen as betrayal of the Kurds and a green light for a Turkish attack.","Unbiased","Earlier this month, US President Donald Trump said US special forces would be withdrawn from northern Syria."
"public.us-east-1.AM8ZEA3RDPGSA","1","Climate Wunderkind Greta Thunberg has garnered gushing praise from celebrities during her environmental crusade.","Unbiased","environmental crusade."
"public.us-east-1.A2HMEGTAFO0CS8","1","Climate Wunderkind Greta Thunberg has garnered gushing praise from celebrities during her environmental crusade.","Biased","Greta Thunberg has garnered gushing praise from celebrities"
